Bucket,Color/Number,Old/New,Species,Date_initial_measure,Length_pre,Width_pre,Height_pre,Weight,Mortality_Date,Date_FinalMeasurement,Length_post,Width_post,Height_post,Weight_post ,live_barnacles,dead_barnacles,polydora_scars,RFTM_Date,RFTM_score,Parasites,
,B11,OLD,CV,6/13/2018,44.36,36.42,14.23,11.4,,,,,,,,,,,,,
,B12,OLD,CV,6/13/2018,39.79,28.95,6.88,4.5,,,,,,,,,,,,,
,B14,OLD,CV,6/13/2018,52.06,28.77,7.87,8.93,,,,,,,,,,,,,
,B15,OLD,CV,6/13/2018,39.12,28.47,9.77,6.13,,,,,,,,,,,,,
,B16,OLD,CV,6/13/2018,42.08,26.4,8.07,5.11,,,,,,,,,,,,,
,B17,OLD,CV,6/13/2018,38.14,27.67,10.95,6.2,,,,,,,,,,,,,
,B18,OLD,CV,6/13/2018,55.2,35.38,11.7,13.39,,,,,,,,,,,,,
,B19,OLD,CV,6/13/2018,31.02,23.04,10.03,2.78,,,,,,,,,,,,,
,B20,OLD,CV,6/13/2018,32.93,23.17,11.02,3.19,,,,,,,,,,,,,
,B21,OLD,CV,6/13/2018,55.07,28.91,14.4,9.45,,,,,,,,,,,,,
,B22,OLD,CV,6/13/2018,68.96,48.43,15.69,24.34,,,,,,,,,,,,,
,B23,OLD,CV,6/13/2018,58.34,35.58,12.75,11.68,,,,,,,,,,,,,
,B24,OLD,CV,6/13/2018,49.98,26.3,11.81,7.47,,,,,,,,,,,,,
,B25,OLD,CV,6/13/2018,46.63,32.14,11.6,8.07,,,,,,,,,,,,,
,B26,OLD,CV,6/13/2018,51.15,35.96,13.25,9.58,,,,,,,,,,,,,
,B27,OLD,CV,6/13/2018,46.52,26.47,12.01,8.15,,,,,,,,,,,,,
,B28,OLD,CV,6/15/2018,58.78,35.95,11.57,13.01,,,,,,,,,,,,,
,B29,OLD,CV,6/15/2018,54.44,34.58,10.43,8.21,,,,,,,,,,,,,
,B30,OLD,CV,6/15/2018,53.34,26.94,11.91,8.23,,,,,,,,,,,,,
,B32,OLD,CV,6/15/2018,40.12,23.29,11.58,4.54,,,,,,,,,,,,,
,B33,OLD,CV,6/15/2018,38.17,21.94,12.07,4.46,,,,,,,,,,,,,
,B34,OLD,CV,6/15/2018,32.03,30.58,12.91,6.45,,,,,,,,,,,,,
,B35,OLD,CV,6/15/2018,38.65,27.14,15.87,5.89,,,,,,,,,,,,,
,B36,OLD,CV,6/15/2018,48.88,34.4,12.88,10.56,,,,,,,,,,,,,
,B37,OLD,CV,6/15/2018,35.86,24.4,10.33,4.08,,,,,,,,,,,,,
,B38,OLD,CV,6/15/2018,42.05,28.54,10.1,5.96,,,,,,,,,,,,,
,B39,OLD,CV,6/15/2018,54.84,27.33,11.23,8.74,,,,,,,,,,,,,
,B40,OLD,CV,6/15/2018,37.55,23.14,10.57,3.8,,,,,,,,,,,,,
,B41,OLD,CV,6/15/2018,55.7,27.2,15.39,8.84,,,,,,,,,,,,,
,B42,OLD,CV,6/15/2018,42.51,30.49,9.83,6.64,,,,,,,,,,,,,
,B44,OLD,CV,6/15/2018,43.16,23.92,12.13,5.2,,,,,,,,,,,,,
,B45,OLD,CV,6/15/2018,37.7,25.68,13.06,5.57,,,,,,,,,,,,,
,B46,OLD,CV,6/15/2018,39.58,30.67,12.15,7.38,,,,,,,,,,,,,
,B47,OLD,CV,6/15/2018,,,,,missing,,,,,,,,,,,,
,B48,OLD,CV,6/15/2018,41.64,26.38,9.5,5.35,,,,,,,,,,,,,
,B50,OLD,CV,6/15/2018,32.95,23,11.12,4.65,,,,,,,,,,,,,
,B51,OLD,CV,6/15/2018,58.05,29.5,12.18,10.4,,,,,,,,,,,,,
,B52,OLD,CV,6/15/2018,35.94,22.24,13.23,4.31,,,,,,,,,,,,,
,B53,OLD,CV,6/15/2018,48.1,26.41,20.79,6.38,,,,,,,,,,,,,
,B54,OLD,CV,6/15/2018,49.31,27.58,15.51,9.08,,,,,,,,,,,,,
,B55,OLD,CV,6/15/2018,45.56,24.38,12.88,6.56,,,,,,,,,,,,,
,B56,OLD,CV,6/15/2018,49.88,27.41,11.49,7.57,,,,,,,,,,,,,
,B57,OLD,CV,6/15/2018,48.98,23.43,11.26,7.86,,,,,,,,,,,,,
,B58,OLD,CV,6/15/2018,,,,,missing,,,,,,,,,,,,
,B60,OLD,CV,6/15/2018,37.7,24.98,13.74,5.23,,,,,,,,,,,,,
,B62,OLD,CV,6/15/2018,38.39,31.76,13.64,7.9,,,,,,,,,,,,,
,B63,OLD,CV,6/15/2018,38.22,23.49,10.38,4.64,,,,,,,,,,,,,
,B64,OLD,CV,6/15/2018,35.21,22.3,8.61,3,,,,,,,,,,,,,
,B66,OLD,CV,6/15/2018,48.23,28.76,12.23,8.42,,,,,,,,,,,,,
,B67,OLD,CV,6/15/2018,44.17,27.94,11.17,7.51,,,,,,,,,,,,,
,B68,OLD,CV,6/15/2018,37.24,31.24,11.18,4.65,,,,,,,,,,,,,
,B69,OLD,CV,6/15/2018,,,,,missing,,,,,,,,,,,,
,B70,OLD,CV,6/15/2018,53.59,34.85,13.88,10.07,,,,,,,,,,,,,
,B71,OLD,CV,6/15/2018,43.94,28.31,11.39,7.37,,,,,,,,,,,,,
,B72,OLD,CV,6/15/2018,37.67,26.38,11.34,3.52,,,,,,,,,,,,,
,B73,OLD,CV,6/15/2018,35.41,21.85,11.84,3.92,,,,,,,,,,,,,
,B74,OLD,CV,6/15/2018,44.97,23.52,12.16,5.56,,,,,,,,,,,,,
,B75,OLD,CV,6/15/2018,37.38,22.93,10.79,4,,,,,,,,,,,,,
,B76,OLD,CV,6/15/2018,31.5,21.53,10.24,3.01,,,,,,,,,,,,,
,B78,OLD,CV,6/15/2018,32.94,22.44,11.35,4.29,,,,,,,,,,,,,
,B79,OLD,CV,6/15/2018,30.68,17.93,10.46,2.31,,,,,,,,,,,,,
,B80,OLD,CV,6/15/2018,,,,,missing,,,,,,,,,,,,
,B81,OLD,CV,6/15/2018,39.58,25.81,9.21,5.2,,,,,,,,,,,,,
,B82,OLD,CV,6/15/2018,37.14,23.63,11.67,4.25,,,,,,,,,,,,,
,B83,OLD,CV,6/15/2018,36.93,21.97,7.9,3.12,,,,,,,,,,,,,
,B84,OLD,CV,6/15/2018,32.55,21.29,7.22,2.76,,,,,,,,,,,,,
,B85,OLD,CV,6/15/2018,36.11,25.72,9.98,5.99,,,,,,,,,,,,,
,B86,OLD,CV,6/15/2018,39.41,27.36,9.11,4.32,,,,,,,,,,,,,
,B87,OLD,CV,6/15/2018,48.69,27.68,10.21,7.27,,,,,,,,,,,,,
,B88,OLD,CV,6/15/2018,44.68,30.87,13.28,9.07,,,,,,,,,,,,,
,B89,OLD,CV,6/15/2018,35.11,32.29,9.65,5.01,,,,,,,,,,,,,
,B90,OLD,CV,6/15/2018,42.53,27.74,12.78,7.25,,,,,,,,,,,,,
,B91,OLD,CV,6/15/2018,41.18,24.85,10.34,5.66,,,,,,,,,,,,,
,B92,OLD,CV,6/15/2018,41.6,22.82,11.13,4.66,,,,,,,,,,,,,
,B93,OLD,CV,6/15/2018,41.51,20.46,13.5,3.3,,,,,,,,,,,,,
,B94,OLD,CV,6/15/2018,40.94,11.98,11.19,4.86,,,,,,,,,,,,,
,B95,OLD,CV,6/15/2018,31.86,29.89,10.64,4.31,,,,,,,,,,,,,
,B96,OLD,CV,6/15/2018,43.64,22.41,9.66,4.45,,,,,,,,,,,,,
,B97,OLD,CV,6/15/2018,42.41,22.04,9.8,3.74,,,,,,,,,,,,,
,B98,OLD,CV,6/15/2018,32.65,22.49,9.13,3.22,,,,,,,,,,,,,
,B99,OLD,CV,6/15/2018,37.33,24.28,10.52,5.89,,,,,,,,,,,,,
,W7,OLD,CV,6/19/2018,49.25,25.54,11.39,7.38,,,,,,,,,,,,,
,W9,OLD,CV,6/19/2018,40.4,29.54,10.32,5.26,,,,,,,,,,,,,
,W14,OLD,CV,6/19/2018,36.77,22.77,11.17,4.27,,,,,,,,,,,,,
,W18,OLD,CV,6/19/2018,41.49,31.19,13.84,6.96,,,,,,,,,,,,,
,W20,OLD,CV,6/19/2018,29.41,19.54,11.39,2.66,,,,,,,,,,,,,
,W21,OLD,CV,6/19/2018,30.63,23.34,11.49,3.24,,,,,,,,,,,,,
,W39,OLD,CV,6/19/2018,25.38,21.24,9.59,1.98,,,,,,,,,,,,,
,W43,OLD,CV,6/19/2018,32.01,21.07,11.24,2.95,,,,,,,,,,,,,
,W46,OLD,CV,6/19/2018,29.22,22.31,13.01,2.58,,,,,,,,,,,,,
,W47,OLD,CV,6/19/2018,31.84,23.01,12.95,3.7,,,,,,,,,,,,,
,W48,OLD,CV,6/19/2018,30.76,24.8,13.72,3.25,,,,,,,,,,,,,
,W49,OLD,CV,6/19/2018,26.92,19.15,9,2.31,,,,,,,,,,,,,
,W50,OLD,CV,6/19/2018,29.19,23.65,11.15,3.21,,,,,,,,,,,,,
,W51,OLD,CV,6/19/2018,27.39,19.63,10.66,2.54,,,,,,,,,,,,,
,W52,OLD,CV,6/19/2018,30.77,24.23,10,3.03,,,,,,,,,,,,,
,W56,OLD,CV,6/19/2018,35.06,22.43,12.2,4.43,,,,,,,,,,,,,
,W58,OLD,CV,6/19/2018,28.54,20.49,10.78,2.47,,,,,,,,,,,,,
,W60,OLD,CV,6/19/2018,29.58,22,12.45,3.09,,,,,,,,,,,,,
,W66,OLD,CV,6/19/2018,29.79,27.2,11.95,3.85,,,,,,,,,,,,,
,W69,OLD,CV,6/19/2018,29.44,23.21,11.87,2.83,,,,,,,,,,,,,
,W70,OLD,CV,6/19/2018,23.56,23.34,10.43,2.29,,,,,,,,,,,,,
,W71,OLD,CV,6/19/2018,31.32,19.66,14.34,2.37,,,,,,,,,,,,,
,W73,OLD,CV,6/19/2018,26.43,21.01,9.34,2.77,,,,,,,,,,,,,
,W74,OLD,CV,6/19/2018,29.48,20.56,11.41,2.75,,,,,,,,,,,,,
,W75,OLD,CV,6/19/2018,29.16,21.18,9.37,2.33,,,,,,,,,,,,,
,W77,OLD,CV,6/19/2018,32.41,20.06,12.89,2.53,,,,,,,,,,,,,
,W80,OLD,CV,6/19/2018,29.65,19.15,9.35,2.04,,,,,,,,,,,,,
,W82,OLD,CV,6/19/2018,29.24,20.96,11.31,2.56,,,,,,,,,,,,,
,W83,OLD,CV,6/19/2018,36.67,18.83,9.81,2.65,,,,,,,,,,,,,
,W84,OLD,CV,6/19/2018,29.91,19.03,11.43,2.29,,,,,,,,,,,,,
,W85,OLD,CV,6/19/2018,27.45,20.02,6.86,2.04,,,,,,,,,,,,,
,W86,OLD,CV,6/19/2018,28,24.08,10.5,2.65,,,,,,,,,,,,,
,W87,OLD,CV,6/19/2018,25.59,19.75,12.45,1.95,,,,,,,,,,,,,
,W88,OLD,CV,6/19/2018,29.63,20.01,12.35,2.4,,,,,,,,,,,,,
,W89,OLD,CV,6/19/2018,25.76,19.38,11.96,2.01,,,,,,,,,,,,,
,W90,OLD,CV,6/19/2018,33.46,21.47,11.48,2.78,,,,,,,,,,,,,
,W91,OLD,CV,6/19/2018,29.88,23.53,11.35,2.3,,,,,,,,,,,,,
,W94,OLD,CV,6/19/2018,32.19,21.75,9.79,2.56,,,,,,,,,,,,,
,W98,OLD,CV,6/19/2018,29.55,19.03,12.12,2.33,,,,,,,,,,,,,
,O11,NEW,CV,6/19/2018,32.49,26.97,11.41,3.72,,,,,,,,,,,,,
,O15,NEW,CV,6/19/2018,27.36,28.12,7.58,3.12,,,,,,,,,,,,,
,O17,NEW,CV,6/19/2018,30.28,23.24,13.07,3.43,,,,,,,,,,,,,
,O19,NEW,CV,6/19/2018,31.48,22.36,14.45,3.17,,,,,,,,,,,,,
,O23,NEW,CV,6/19/2018,33.19,28.32,10.26,4.75,,,,,,,,,,,,,
,O26,NEW,CV,6/19/2018,38.35,34.82,13.3,7.31,,,,,,,,,,,,,
,O32,NEW,CV,6/19/2018,49.37,28.41,15.12,6.89,,,,,,,,,,,,,
,O42,NEW,CV,6/19/2018,38.79,29.67,12,5.81,,,,,,,,,,,,,
,O43,NEW,CV,6/19/2018,34.48,23.56,13.91,3.59,,,,,,,,,,,,,
,O49,NEW,CV,6/19/2018,46.7,34.06,15.32,8.74,,,,,,,,,,,,,
,O52,NEW,CV,6/19/2018,48.53,28.56,12.88,7.95,,,,,,,,,,,,,
,O55,NEW,CV,6/19/2018,42.71,28.99,15.7,7.55,,,,,,,,,,,,,
,O67,NEW,CV,6/19/2018,46.69,26.53,11.58,6.47,,,,,,,,,,,,,
,O69,NEW,CV,6/19/2018,32.28,27.62,11.4,4.01,,,,,,,,,,,,,
,O70,NEW,CV,6/19/2018,40.97,22.41,11.78,4.44,,,,,,,,,,,,,
,O74,NEW,CV,6/19/2018,40.4,27.51,14.45,5.91,,,,,,,,,,,,,
,O76,NEW,CV,6/19/2018,41.58,24.5,13.64,5.55,,,,,,,,,,,,,
,O87,NEW,CV,6/19/2018,28.89,19.26,9.81,2.1,,,,,,,,,,,,,
,O88,NEW,CV,6/19/2018,29.6,26.94,12.96,4.15,,,,,,,,,,,,,
,O91,NEW,CV,6/19/2018,24.25,20.27,9.54,1.8,,,,,,,,,,,,,
,O92,NEW,CV,6/19/2018,28.79,19.09,9.64,2.64,,,,,,,,,,,,,
,O93,NEW,CV,6/19/2018,32.91,22.43,15.07,3.33,,,,,,,,,,,,,
,O94,NEW,CV,6/19/2018,38.12,27.38,14.71,5.61,,,,,,,,,,,,,
,O98,NEW,CV,6/19/2018,30.35,26.38,12.22,4.13,,,,,,,,,,,,,
,Y3,NEW,CV,6/19/2018,29.18,22.04,8.93,3.15,,,,,,,,,,,,,
,Y7,NEW,CV,6/19/2018,29.75,26.59,14.93,3.5,,,,,,,,,,,,,
,Y10,NEW,CV,6/19/2018,33.35,23.96,12.16,4.15,,,,,,,,,,,,,
,Y11,NEW,CV,6/19/2018,27.62,21.51,11.44,2.46,,,,,,,,,,,,,
,Y16,NEW,CV,6/19/2018,26.16,25.82,12.31,2.54,,,,,,,,,,,,,
,Y33,NEW,CV,6/19/2018,29.72,22.25,15.32,2.48,,,,,,,,,,,,,
,Y37,NEW,CV,6/19/2018,27.72,24.24,9.84,3.31,,,,,,,,,,,,,
,Y38,NEW,CV,6/19/2018,31.08,18.56,11.08,2.07,,,,,,,,,,,,,
,Y41,NEW,CV,6/19/2018,23.66,24.37,9.38,2.38,,,,,,,,,,,,,
,Y43,NEW,CV,6/19/2018,33.88,21.73,11.78,3.59,,,,,,,,,,,,,
,Y46,NEW,CV,6/19/2018,26.11,24.58,10.45,2.54,,,,,,,,,,,,,
,Y54,NEW,CV,6/19/2018,24.87,18.24,9.24,1.92,,,,,,,,,,,,,
,Y58,NEW,CV,6/19/2018,32.87,27.94,13.22,3.73,,,,,,,,,,,,,
,Y59,NEW,CV,6/19/2018,28.02,21.98,11.27,2.2,,,,,,,,,,,,,
,Y60,NEW,CV,6/19/2018,28.01,21.31,8.7,2.24,,,,,,,,,,,,,
,Y61,NEW,CV,6/19/2018,40.46,24.78,12.61,4.3,,,,,,,,,,,,,
,Y67,NEW,CV,6/19/2018,39.59,28.88,12.4,5.3,,,,,,,,,,,,,
,Y71,NEW,CV,6/19/2018,43.7,28.62,16.77,7.86,,,,,,,,,,,,,
,Y72,NEW,CV,6/19/2018,33.24,22.21,13.46,3.74,,,,,,,,,,,,,
,Y73,NEW,CV,6/19/2018,40.29,27.25,16.62,6.73,,,,,,,,,,,,,
,Y76,NEW,CV,6/19/2018,26.83,22.44,11.19,2.45,,,,,,,,,,,,,
,Y77,NEW,CV,6/19/2018,35.67,31.87,13.92,7.37,,,,,,,,,,,,,
,Y78,NEW,CV,6/19/2018,25.81,21.04,10.08,2.54,,,,,,,,,,,,,
,Y84,NEW,CV,6/19/2018,31.82,23,10.02,2.72,,,,,,,,,,,,,
,Y85,NEW,CV,6/19/2018,36.87,23.07,12.79,4.93,,,,,,,,,,,,,
,Y89,NEW,CV,6/19/2018,37.53,31.34,12.74,5.67,,,,,,,,,,,,,
,Y97,NEW,CV,6/19/2018,29.5,19.84,8.1,2.38,,,,,,,,,,,,,
,Y99,NEW,CV,6/19/2018,32.38,24.94,13.52,4.12,,,,,,,,,,,,,
,G3,NEW,CV,6/20/2018,27.22,23.58,12.96,2.98,,,,,,,,,,,,,
,G10,NEW,CV,6/20/2018,28.63,21.78,12.07,2.78,,,,,,,,,,,,,
,G12,NEW,CV,6/20/2018,36.46,31.55,11.84,5.99,,,,,,,,,,,,,
,G13,NEW,CV,6/20/2018,44.87,30.87,15.77,8.64,,,,,,,,,,,,,
,G19,NEW,CV,6/20/2018,61.23,41.07,18.57,16.47,,,,,,,,,,,,,
,G30,NEW,CV,6/20/2018,55.17,26.68,13.64,8.66,,,,,,,,,,,,,
,G36,NEW,CV,6/20/2018,29.91,22.74,9.85,3,,,,,,,,,,,,,
,G43,NEW,CV,6/20/2018,40.5,24.26,12.22,5.67,,,,,,,,,,,,,
,G46,NEW,CV,6/20/2018,48.71,29.91,9.59,7.03,,,,,,,,,,,,,
,G52,NEW,CV,6/20/2018,28.91,24.3,11.03,3.76,,,,,,,,,,,,,
,G53,NEW,CV,6/20/2018,34.35,26.17,12.28,3.94,,,,,,,,,,,,,
,G55,NEW,CV,6/20/2018,54.86,36.3,14.14,12.42,,,,,,,,,,,,,
,G81,NEW,CV,6/20/2018,36.57,21.44,10.94,4.45,,,,,,,,,,,,,
,G92,NEW,CV,6/20/2018,28.77,21.68,10.78,2.12,,,,,,,,,,,,,
,G95,NEW,CV,6/20/2018,32.39,23.73,11.86,3.88,,,,,,,,,,,,,
,B1,NEW,CV,6/20/2018,37.62,31.39,12.67,9.22,,,,,,,,,,,,,
,B3,NEW,CV,6/20/2018,30.41,22.76,12.66,4.01,,,,,,,,,,,,,
,B4,NEW,CV,6/20/2018,29.88,23.17,8.82,2.72,,,,,,,,,,,,,
,B5,NEW,CV,6/20/2018,30.64,20.64,11.89,3.08,,,,,,,,,,,,,
,B7,NEW,CV,6/20/2018,25.29,22.35,9.15,2.24,,,,,,,,,,,,,
,B8,NEW,CV,6/20/2018,26.68,18.79,18.69,1.63,,,,,,,,,,,,,
,B10,NEW,CV,6/20/2018,32.28,19.13,7.41,2.32,,,,,,,,,,,,,
,B11,NEW,CV,6/20/2018,26.19,22.17,10.05,2.07,,,,,,,,,,,,,
,B12,NEW,CV,6/20/2018,30.11,32.81,12.59,4.13,,,,,,,,,,,,,
,B13,NEW,CV,6/20/2018,44.23,27.69,13.04,10.5,,,,,,,,,,,,,
,B14,NEW,CV,6/20/2018,29.33,23.02,9.4,3.53,,,,,,,,,,,,,
,B16,NEW,CV,6/20/2018,29.4,20.19,9.38,2.48,,,,,,,,,,,,,
,B18,NEW,CV,6/20/2018,32.06,25.86,10.96,3.22,,,,,,,,,,,,,
,B19,NEW,CV,6/20/2018,33.48,18.28,8.94,2.53,,,,,,,,,,,,,
,B20,NEW,CV,6/20/2018,32.19,20.51,11.81,2.72,,,,,,,,,,,,,
,B22,NEW,CV,6/20/2018,34,22,11.5,4.07,,,,,,,,,,,,,
,B24,NEW,CV,6/20/2018,28.77,18.8,10.58,1.98,,,,,,,,,,,,,
,B25,NEW,CV,6/20/2018,29.85,22.57,10.54,2.94,,,,,,,,,,,,,
,B26,NEW,CV,6/20/2018,31.09,22.81,12.84,3.37,,,,,,,,,,,,,
,B28,NEW,CV,6/20/2018,31.45,21.02,11.75,3.18,,,,,,,,,,,,,
,B29,NEW,CV,6/20/2018,33.16,22.71,11.71,3.52,,,,,,,,,,,,,
,B31,NEW,CV,6/20/2018,38,21.87,13.03,4.75,,,,,,,,,,,,,
,B33,NEW,CV,6/20/2018,53.04,37.31,17.16,13.18,,,,,,,,,,,,,
,B34,NEW,CV,6/20/2018,29.96,23.76,10.3,5.08,,,,,,,,,,,,,
,B35,NEW,CV,6/20/2018,31.12,22.57,11.29,2.77,,,,,,,,,,,,,
,B37,NEW,CV,6/20/2018,25.44,22.7,11.04,2.78,,,,,,,,,,,,,
,B39,NEW,CV,6/20/2018,33.58,27.01,12.34,6.62,,,,,,,,,,,,,
,B40,NEW,CV,6/20/2018,31.4,23.91,12.39,4.54,,,,,,,,,,,,,
,B41,NEW,CV,6/20/2018,35.31,23.95,9.54,3.24,,,,,,,,,,,,,
,B43,NEW,CV,6/20/2018,38.72,20.89,11.53,3.45,,,,,,,,,,,,,
,B44,NEW,CV,6/20/2018,24.06,21.24,8.59,2.02,,,,,,,,,,,,,
,B45,NEW,CV,6/20/2018,31.29,22.67,10.4,3.05,,,,,,,,,,,,,
,B47,NEW,CV,6/20/2018,28.59,20.67,12.6,2.7,,,,,,,,,,,,,
,B48,NEW,CV,6/20/2018,31.66,24.62,12.96,2.86,,,,,,,,,,,,,
,B49,NEW,CV,6/20/2018,35.21,24.95,10.4,5.48,,,,,,,,,,,,,
,B50,NEW,CV,6/20/2018,33.24,21.38,10.44,3.99,,,,,,,,,,,,,
,B52,NEW,CV,6/20/2018,24.64,20.78,8.89,1.93,,,,,,,,,,,,,
,W2,NA,IR,6/21/2018,40.36,22.85,15.36,5.81,,,,,,,,,,,,,
,W12,NA,IR,6/21/2018,47.72,30.38,23.32,16.9,,,,,,,,,,,,,
,W19,NA,IR,6/21/2018,42.84,25.64,16.8,8.79,,,,,,,,,,,,,
,W26,NA,IR,6/21/2018,40.56,22.21,16.21,6.08,,,,,,,,,,,,,
,W29,NA,IR,6/21/2018,44.11,24.02,17.41,10.06,,,,,,,,,,,,,
,W42,NA,IR,6/21/2018,41.15,24.43,17.31,9.13,,,,,,,,,,,,,
,W44,NA,IR,6/21/2018,44.86,24.33,16.31,9.5,,,,,,,,,,,,,
,W66,NA,IR,6/21/2018,42.57,24.82,15.57,6.97,,,,,,,,,,,,,
,W76,NA,IR,6/21/2018,37.19,23.68,15.07,6.15,,,,,,,,,,,,,
,W77,NA,IR,6/21/2018,38.98,21.67,13.88,5.7,,,,,,,,,,,,,
,W90,NA,IR,6/21/2018,36.25,19.97,15.26,5.2,,,,,,,,,,,,,
,W93,NA,IR,6/21/2018,42.86,23.33,16.07,6.72,,,,,,,,,,,,,
,W98,NA,IR,6/21/2018,36.19,23.08,14.5,5.41,,,,,,,,,,,,,
,Y9,NA,IR,6/21/2018,50.17,28.44,20.44,13.4,,,,,,,,,,,,,
,Y11,NA,IR,6/21/2018,27.86,19.16,12.21,3.41,,,,,,,,,,,,,
,Y13,NA,IR,6/21/2018,32.34,19.95,11.4,3.44,,,,,,,,,,,,,
,Y21,NA,IR,6/21/2018,37.28,22.4,14.69,5.62,,,,,,,,,,,,,
,Y26,NA,IR,6/21/2018,33.69,21.01,14.2,4.56,,,,,,,,,,,,,
,Y40,NA,IR,6/21/2018,27.37,17.59,10.76,2.41,,,,,,,,,,,,,
,Y42,NA,IR,6/21/2018,32.04,18.94,10.82,2.9,,,,,,,,,,,,,
,Y47,NA,IR,6/21/2018,31.61,21.41,13.86,3.45,,,,,,,,,,,,,
,Y50,NA,IR,6/21/2018,28.53,18.24,11.49,2.96,,,,,,,,,,,,,
,Y56,NA,IR,6/21/2018,29.66,16.21,10.67,2.09,,,,,,,,,,,,,
,Y60,NA,IR,6/21/2018,34.92,21.58,13.04,4.64,,,,,,,,,,,,,
,Y62,NA,IR,6/21/2018,27.79,19.41,10.89,2.77,,,,,,,,,,,,,
,Y71,NA,IR,6/21/2018,29.36,18.13,12.57,3.11,,,,,,,,,,,,,
,Y88,NA,IR,6/21/2018,29.05,20.08,10.66,2.2,,,,,,,,,,,,,
,Y94,NA,IR,6/21/2018,28.04,18.58,10.86,2.6,,,,,,,,,,,,,
,Y99,NA,IR,6/21/2018,27.62,18.48,11.02,2.36,,,,,,,,,,,,,
,O3,NA,IR,6/21/2018,26.09,18.7,10.05,2.02,,,,,,,,,,,,,
,O14,NA,IR,6/21/2018,30.25,22.84,13.47,4.19,,,,,,,,,,,,,
,O15,NA,IR,6/21/2018,38.01,29.25,15.35,6.64,,,,,,,,,,,,,
,O21,NA,MB,6/21/2018,26.44,33.55,13.52,5.61,,,,,,,,,,,,,
,O23,NA,MB,6/21/2018,24.91,33.35,11.81,4.22,,,,,,,,,,,,,
,O36,NA,MB,6/21/2018,18.23,24.66,7.93,1.71,,,,,,,,,,,,,
,O53,NA,MB,6/21/2018,17.18,22.49,8.51,1.45,,,,,,,,,,,,,
,O77,NA,MB,6/21/2018,23.35,31.81,11.84,4.27,,,,,,,,,,,,,
,O79,NA,MB,6/21/2018,15.29,20.84,7.44,1.15,,,,,,,,,,,,,
,O81,NA,MB,6/21/2018,17.78,23.33,7.41,1.43,,,,,,,,,,,,,
,O82,NA,MB,6/21/2018,24.55,32.21,11.27,4.18,,,,,,,,,,,,,
,O83,NA,MB,6/21/2018,18.14,24.37,8.79,1.78,,,,,,,,,,,,,
,O86,NA,MB,6/21/2018,19.14,26.02,9.1,1.99,,,,,,,,,,,,,
,O90,NA,MB,6/21/2018,16.61,21.44,7.81,1.23,,,,,,,,,,,,,
,O94,NA,MB,6/21/2018,17.18,23.18,8.21,1.59,,,,,,,,,,,,,
,O95,NA,MB,6/21/2018,16.12,21.91,7.94,1.18,,,,,,,,,,,,,
,B55,NA,MB,6/21/2018,18.26,23.67,8.21,1.62,,,,,,,,,,,,,
,B59,NA,MB,6/21/2018,15.88,20.48,8.41,1.52,,,,,,,,,,,,,
